id_comentario, num_cuenta, comentario,fecha_comen
1091,4227788,"se han incluido préstamos antiguos que ya he pagado completamente, lo que distorsiona mi historial crediticio y reduce mi puntaje de crédito.",2019-09-11
1092,4227818,no se escaneo el servicio. se pasa a 41,2019-09-13
1093,4227818,obs 21-11-2013 cód 25.,2019-09-13
1094,4227829,policía,2019-09-10
1095,4227830,limpieza,2019-09-12
1096,4227846,correo 21-11-2013,2019-09-13
1097,4228150,"faltante de legajo, estado anulado del mismo.",2019-09-09
1098,4228179,limpieza,2019-09-09
1099,4228264,dictamen,2019-09-13
1100,4228268,correo 03-12-2013,2019-09-09
1101,4228276,falta servicio,2019-09-13
1102,4228277,falta pasarlo a 35.,2019-09-15
1103,4228277,falta vistoorig y-o firma op. cred.,2019-09-15
1104,4228312,"solucionado, falta pasarlo a 35.",2019-09-12
1105,4228459,falta vistoorig y-o firma op. cred.,2019-09-10
1106,4228690,correo 03-12-2013,2019-09-11
1107,4228834,correo 03-12-2013,2019-09-14
1108,4229008,no se escaneo el servicio,2019-09-15
1109,4229086,cód aut germán Varela,2019-09-12
1110,4229086,menos de 2 años..,2019-09-12
1111,4229093,cód aut Germán Varela,2019-09-13
1112,4229093,menos de 2 años,2019-09-13
1113,4230021,legajo faltante rto: 47845,2019-09-12
1114,4230089,legajo estado 1. rto 47742,2019-09-12
1115,4230098,"faltante de legajo, rto 47742 - esta pasado a 15 en sistema,",2019-09-12
1116,4230470,faltante de legajo rto: 48010,2019-09-11
1117,4231037,faltante de legajo rto: 48088,2019-09-16
1118,4231128,faltante de legajo. rto: 48079,2019-09-12
1119,4231128,"legajo ok, falta pasarlo a 10.",2019-09-12
1120,4231312,el legajo esta. falta pasarlo a 10,2019-09-12
1121,4231312,faltante de legajo. rto: 48079,2019-09-12
1122,4231313,no esta finalizado.,2019-09-17
1123,4231316,faltante de legajo rto: 48165,2019-09-16
1124,4231998,correo 31-01-2014.,2019-09-15
1125,4231998,ok,2019-09-15
1126,4232148,falta firma y-o vistooriginal el of de cred.,2019-09-14
1127,4232148,fecha obs 28-01-2014 - fecha correo 28-01-2014,2019-09-14
1128,4232423,falta el CredInfo. pasado a 40 por error.,2019-09-16
1129,4232729,legajo faltante rto: 48451,2019-09-20
1130,4232934,correo 31-01-2014,2019-09-19
1131,4232934,seguridad,2019-09-19
1132,4232943,"falto el recibo de sueldo, se pasa a 41.",2019-09-16
1133,4232947,agencia de trabajo,2019-09-18
1134,4232947,paso del tiempo se pasa a 40,2019-09-18
1135,4233037,serv penitenciario,2019-09-18
1136,4233046,nombre del titular mal cargado.,2019-09-19
1137,4233064,seguridad,2019-09-18
1138,4233087,seguridad,2019-09-19
1139,4233123,ejercito,2019-09-16
1140,4233143,agencia de trabajo,2019-09-20
1141,4233154,seguridad,2019-09-19
1142,4233195,falta visto original y-o firma del op. de crd.,2019-09-16
1143,4233251,faltan datos laborales,2019-09-20
1144,4233441,aut. Germán Varela,2019-09-21
1145,4233441,falta vistoorig y-o firma op cred.,2019-09-21
1146,4233451,policía,2019-09-17
1147,4233498,no fue resuelto.,2019-09-19
1148,4233543,"esta en 20, falta pasarlo a 10.",2019-09-18
1149,4233543,legajo anulado.,2019-09-18
1150,4233594,seguridad,2019-09-21
1151,4233618,policía,2019-09-20
1152,4233620,ingresos: $130.000 - seguridad,2019-09-23
1153,4233620,solucionado - falta pasarlo a 35,2019-09-23
1154,4233672,aut. Germán Varela,2019-09-23
1155,4233672,falta vistoorig y-o firma op cred.,2019-09-23
1156,4233823,"falta el recibo de sueldo, pasado a 40 por error.",2019-09-22
1157,4233827,auto. Germán Varela,2019-09-19
1158,4233846,agencia de trabajo,2019-09-19
1159,4233866,policía,2019-09-21
1160,4233868,legajo en estado 1 - legajo anulado - rto: 48810,2019-09-25
1161,4233897,limpieza,2019-09-20
1162,4233916,policía,2019-09-24
1163,4233946,legajo faltante rto: 48810,2019-09-25
1164,4234016,agencia de trabajo,2019-09-24
1165,4234043,seguridad,2019-09-23
1166,4234137,no se escaneo el legajo.,2019-09-23
1167,4234150,limpieza,2019-09-26
1168,4234342,pág. con foto.,2019-09-27
1169,4234442,limpieza,2019-09-25
1170,4234552,resuelto. tiene 40000 consumido para este entonces.,2019-09-28
1171,4234552,seguridad,2019-09-28
1172,4234584,policía,2019-09-27
1173,4234597,"seguridad,",2019-09-29
1174,4234624,se le saco la foto al cliente.,2019-09-26
1175,4234792,limpieza,2019-09-27
1176,4234879,resuelto pero sigue en 25.,2019-10-02
1177,4234946,"estado 1, legajo anulado",2019-10-02
1178,4234946,sigue en estado 1 - correo 19-03-2014,2019-10-02
1179,4234958,cd. aut. Laura Fernández,2019-10-04
1180,4235009,policía,2019-09-29
1181,4235094,ejercito,2019-10-01
1182,4235115,Luciano : rechazado en espera de doc. - no tiene un serv. válido.,2019-10-06
1183,4235126,agencia de trabajo,2019-10-05
1184,4235142,correo 19-03-2014 - cód 47,2019-10-01
1185,4235215,seguridad,2019-10-04
1186,4235262,sigue faltando el CredInfo.. se paso a 21 por error.,2019-10-06
1187,4235275,legajo faltante rto: 49366 correo 19-03-2014,2019-10-03
1188,4235275,solucionado. falta pasarlo a 35.,2019-10-03
1189,4235324,no resuelto.,2019-10-07
1190,4235375,no esta incluido el DNI en el legajo concretado.,2019-10-06
1191,4235624,solucionado. falta pasalo a 35.,2019-10-09
1192,4235639,se bajaron los limites en vez de bajar los ingresos,2019-10-10
1193,4235653,solucionado. falta pasarlo a 35.,2019-10-12
1194,4235770,serv. penitenciario,2019-10-16
1195,4235849,policía,2019-10-14
1196,4235880,"corregido, falta pasar a 35 en sistema.",2019-10-13
1197,4235880,correo 26-032014,2019-10-13
1198,4235979,correo 27-03-2014,2019-10-14
1199,4235979,"solucionado, falta pasarlo a 35.",2019-10-14
1200,4236022,policía,2019-10-15
1201,4236053,el DNI es el de los 16 años,2019-10-16
1202,4236057,esta cargado en el CredInfo con el DNI.,2019-10-16
1203,4236105,agencia de trabajo,2019-10-17
1204,4236143,"legajo anulado, falta pasarlo a 35.",2019-10-16
1205,4236201,falta el físico.,2019-10-18
1206,4236201,Yesica : se envió el leg da 28-03-2014 trans 49703 por error sin ver tel.  envió fotocopia. se envió a ap.,2019-10-18
1207,4236270,agencia de trabajo.,2019-10-18
1208,4236270,correo 31-03-2014 - cód. 25,2019-10-18
1209,4236314,limpieza,2019-10-16
1210,4236363,"solucionado, falta pasarlo a 35.",2019-10-16
1211,4236423,ejercito,2019-10-15
1212,4236487,legajo faltante - rto 49857,2019-10-16
1213,4236497,faltan las ver.tel.,2019-10-18
1214,4236518,limpieza,2019-10-18
1215,4236519,seguridad,2019-10-21
1216,4236522,no se finalizo el legajo,2019-10-21
1217,4236686,últimos 6 recibos de sueldo.,2019-10-21
1218,4236716,ok,2019-10-18
1219,4236732,ejercito,2019-10-17
1220,4236803,seguridad,2019-10-21
1221,4236904,agencia de trabajo,2019-10-22
1222,4236904,"Silvana : escanea recibo de sueldo, ingreso 12-11-2013.",2019-10-22
1223,4237003,ok,2019-10-23
1224,4237017,falta finalizar el CredInfo.,2019-10-24
1225,4237017,no fue resuelto.,2019-10-24
1226,4237118,falta el CredInfo correspondiente a crédito. propio. correo 23-04-2014,2019-10-22
1227,4237251,"karen : soluciono el leg. creyendo que estaba mal asig el limite, no esta el CredInfo. se pasa a 41.",2019-10-25
1228,4237358,seguridad,2019-10-23
1229,4237459,llamo para avisar que cargo la contingencia del CredInfo,2019-10-24
1230,4237489,no se cargo el CredInfo,2019-10-26
1231,4237564,chofer.,2019-10-27
1232,4237767,"resuelto, falta pasarlo a 35.",2019-10-27
1233,4237794,seguridad,2019-10-29
1234,4237798,ejército.,2019-10-29
1235,4237834,legajo en estado 1. rto: 50572,2019-11-02
1236,4237834,"lo pase a 20, en el remito no estaba aclarado.",2019-11-02
1237,4237835,limpieza,2019-11-01
1238,4237835,"ok, falta pasarlo a 35",2019-11-01
1239,4237835,"sigue en 25,",2019-11-01
1240,4237853,faltante de legajo rto: 50572,2019-10-29
1241,4237964,seguridad,2019-10-30
1242,4238018,el servicio estaba con deuda,2019-11-04
1243,4238048,agencia de trabajo.,2019-11-01
1244,4238122,fuerzas de seguridad,2019-11-04
1245,4238160,limpieza,2019-11-05
1246,4238198,"sigue sin firma el DNI, de cajas actualizó las verif telefónicas.",2019-11-06
1247,4238215,"no esta digitalizado, envió de correo 03-06-2014",2019-11-05
1248,4238476,no se soluciono.,2019-11-07
1249,4238481,seguridad,2019-11-06
1250,4238849,limpieza,2019-11-07
1251,4238926,hoja 4,2019-11-07
1252,4238926,no se escaneo el DNI se pasa a 41,2019-11-07
1253,4238932,"hablado con Laura, se pasa a 41 se escanea después.",2019-11-11
1254,4239065,policía,2019-11-06
1255,4239407,datos laborales,2019-11-11
1256,4239484,chofer.,2019-11-10
1257,4239496,agencia de trabajo,2019-11-12
1258,4239619,agencia de trabajo,2019-11-15
1259,4239653,no esta resuelto todavía,2019-11-15
1260,4239715,no se bajaron los limites,2019-11-14
1261,4239718,observado por error propio.,2019-11-13
1262,4239718,seguridad,2019-11-13
1263,4239719,no se resolvió.,2019-11-14
1264,4239738,no esta digit. el DNI. se pasa a 25.,2019-11-12
1265,4239791,falta el CredInfo todavía,2019-11-11
1266,4239828,"benf 40, no fue resuelto.",2019-11-16
1267,4240002,policía,2019-11-17
1268,4240088,"faltante de legajo, rto: 51566",2019-11-13
1269,4240103,limpieza,2019-11-14
1270,4240128,"no se ha solucionado, se pasa de estado.",2019-11-15
1271,4240155,"faltante de legajo, rto: 51566",2019-11-16
1272,4240155,"recibido, no se paso aun de estado en la suc.",2019-11-16
1273,4240242,faltante de legajo rto:51729,2019-11-15
1274,4240242,"recibido, falta pasarlo de estado.",2019-11-15
1275,4240288,"faltante de legajo, rto: 51660",2019-11-16
1276,4240288,"recibido, falta pasarlo de estado en la suc.",2019-11-16
1277,4240308,hablado con vanesa. la cuenta estaba en 0 los lim. se reasigno a 13000,2019-11-14
1278,4240308,policía,2019-11-14
1279,4240323,anverso,2019-11-19
1280,4240333,sac,2019-11-16
1281,4240438,policía,2019-11-20
1282,4240611,ok. falta pasar a 35 es suc.,2019-11-20
1283,4240617,fuerzas seguridad,2019-11-18
1284,4240652,policía,2019-11-18
1285,4240682,"ok, falta pasarlo a 35 en suc.",2019-11-17
1286,4240693,seguridad,2019-11-17
1287,4240706,policía,2019-11-23
1288,4240849,no esta resuelto,2019-11-23
1289,4240899,particular,2019-11-20
1290,4240925,"ok, falta pasarlo a 35,",2019-11-25
1291,4240925,seguridad,2019-11-25
1292,4241008,"ok, falta pasarlo a 35",2019-11-24
1293,4241040,"ok, falta pasarlo a 35",2019-11-20
1294,4241045,"ok, falta pasarlo a 35",2019-11-26
1295,4241100,cód aut. Alejandro López. falta pasarlo a 35.,2019-11-25
1296,4241139,policía,2019-11-24
1297,4241181,fuerzas seguridad,2019-11-25
1298,4241181,se bajó el limite pero ya tena consumido $23054 - esta en 25 todavía,2019-11-25
1299,4241183,chofer,2019-11-26
1300,4241247,"faltante de legajo, rto: 52061",2019-11-24
1301,4241303,agencia trabajó,2019-11-27
1302,4241303,cód aut. González.,2019-11-27
1303,4241487,FFAA,2019-11-24
1304,4241556,serv. penitenciario,2019-11-27
1305,4241596,policía,2019-11-26
1306,4241647,chofer colectivo,2019-12-01
1307,4241733,chofer,2019-11-29
1308,4241847,seguridad,2019-11-30
1309,4241854,tenia los limites mal asignados,2019-12-01
1310,4241860,sigue en 25.,2019-11-30
1311,4242041,gendarme,2019-12-01
1312,4242071,agencia de trabajo,2019-12-06
1313,4242077,sigue en 25.,2019-12-04
1314,4242091,banco rio,2019-12-04
1315,4242091,no fue resuelto,2019-12-04
1316,4242206,seguridad,2019-12-04
1317,4242238,faltante de legajo. rto: 52588,2019-12-09
1318,4242287,seguridad,2019-12-07
1319,4242305,legajo en estado 1. rto: 52588,2019-12-10
1320,4242317,seguridad,2019-12-12
1321,4242353,ejercito,2019-12-09
1322,4242353,"se bajó el limite, el cliente consumi 21639 del limite mal asignado. legajo en 25 todavía-",2019-12-09
1323,4242355,ejercito,2019-12-12
1324,4242355,no se exporto el legajo. sin cód de aut.,2019-12-12
1325,4242358,lado frente,2019-12-14
1326,4242372,no esta escaneado. mado fotocopia del DNI y recibo con sello y firma,2019-12-14
1327,4242498,seguridad,2019-12-12
1328,4242515,no tiene consumido.,2019-12-14
1329,4242524,FFAA,2019-12-15
1330,4242578,hablado con gabriela. el CredInfo da vip 23000 se cargo como r35 a 13000. se deja tal como est.,2019-12-13
1331,4242607,policía,2019-12-15
1332,4242631,hay otro,2019-12-18
1333,4242647,agencia trabajó,2019-12-19
1334,4242651,policía,2019-12-20
1335,4242672,"se considera anulado, se pasa a 11 y se bajaron los limites.",2019-12-16
1336,4242672,sin nombre: se hace nota de crédito. se paso a 12 en vez de 19 o 11. no hay nada en obs por cuentas.,2019-12-16
1337,4242682,no se puede exportar el CredInfo. se pasa a 41,2019-12-21
1338,4242692,limpieza,2019-12-16
1339,4242727,"Noelia: se bajó limite, comentario en obs por cuentas.",2019-12-17
1340,4242853,no fue resuelto,2019-12-17
1341,4242855,particular,2019-12-18
1342,4242953,serv. penitenciario,2019-12-17
1343,4242983,el cliente compro por 16.926. la suc no bajó los limites. sin cód aut. créditos central se bajó limite cash se pasa a 41.,2019-12-23
1344,4242983,seguridad,2019-12-23
1345,4243035,lado frente,2019-12-22
1346,4243072,agencia de trabajo,2019-12-21
1347,4243072,sigue en 25,2019-12-21
1348,4243140,benf. 40,2019-12-20
1349,4243140,"codauto, a. González. ok.",2019-12-20
1350,4243149,FFAA,2019-12-25
1351,4243186,gendarme,2019-12-24
1352,4243190,limpieza,2019-12-26
1353,4243252,gendarme,2019-12-25
1354,4243283,no se resolvió.,2019-12-29
1355,4243331,no fue resuelto,2019-12-31
1356,4243359,datos laborales,2020-01-03
1357,4243492,seguridad,2024-01-15
1358,4243498,limites y segmento.,2020-01-19
1359,4243672,en un correo posterior se recibió el legajo completo. no se puede cambiar de estado,2020-02-08
1360,4243672,faltante de legajo rto: 53240,2020-02-08
1361,4243672,"no están las condiciones generales, se pasa a 41",2020-02-08
1362,4243675,seguridad,2024-02-10
1363,4243708,policía,2020-02-17
1364,4243888,ejército.,2020-03-22
1365,4243911,agencia trabajó,2020-03-18
1366,4243938,chofer,2024-03-20
1367,4244128,hay otro.,2020-04-13
1368,4244128,"no se soluciono, se pasa a 41",2020-04-13
1369,4244178,agencia de trabajo eventual.,2020-04-13
1370,4244178,Laura palacios: lo justifica con la historia laboral de créditonet.,2020-04-13
1371,4244252,frente,2020-04-14
1372,4244261,seguridad,2020-04-17
1373,4244359,gendarme,2020-04-18
1374,4244386,se encuentra solamente el CredInfo. se pasa a 41,2020-04-24
1375,4244401,finalizar,2020-04-25
1376,4244424,seguridad,2020-04-22
1377,4244464,laboral,2020-04-24
1378,4244464,no tiene consumido.,2020-04-24
1379,4244595,finalizar,2020-04-30
1380,4244652,prefectura,2020-05-02
1381,4244661,se encuentra solamente el CredInfo. se pasa a 41,2020-04-30
1382,4244666,finalizar,2020-04-29
1383,4244678,policía,2020-05-02
1384,4244696,"aunque no fue finalizado, incluido en el legajo.",2020-04-29
1385,4244717,rto: 53734,2020-04-30
1386,4244724,policía,2020-04-29
1387,4244767,limpieza,2020-05-05
1388,4244927,datos laborales,2024-05-03
1389,4244989,mando la fotocopia del DNI,2020-05-02
1390,4245041,solamente se encuentra el CredInfo. se pasa a estado 41,2020-05-07
1391,4245080,prefectura,2024-05-07
1392,4245329,policía,2020-05-09
1393,4245347,seguridad,2020-05-09
1394,4245450,seguridad,2024-05-08
1395,4245595,limpieza,2020-05-12
1396,4245598,limpieza,2020-05-11
1397,4245612,policía,2024-05-09
1398,4245633,policía,2024-05-13
1399,4245654,no se soluciono,2020-05-11
1400,4245743,no se soluciono. correo 28-01-2015,2020-05-10
1401,4245820,seguridad,2020-05-14
1402,4245956,faltan datos laborales,2024-05-13
1403,4245956,"no se soluciono, correo 28-01-2015.",2024-05-13
1404,4245956,"sigue sin tener solución, se pasa a 41.",2024-05-13
1405,4245963,se asume que el tel lab es del trabajó,2020-05-15
1406,4246011,la foto del cliente sigue sin estar en el legajo,2020-05-15
1407,4246034,legajo faltante. rto: 54562,2020-05-18
1408,4246069,la foto del cliente sigue sin estar en el legajo,2020-05-18
1409,4246095,"legajo ok, falta pasarlo a 35.",2020-05-16
1410,4246143,seguridad,2024-05-18
1411,4246238,seguridad,2020-05-20
1412,4246294,faltan datos laborales,2020-05-18
1413,4246294,tiene el mismo numero en el laboral,2020-05-18
1414,4246342,falta la foto del cliente se reenvióa. correo antereior: 18-02-2015,2020-05-18
1415,4246353,benf. 40,2020-05-19
1416,4246353,no se solucion.,2020-05-19
1417,4246398,"la foto corresponde a david. cta:246.400,",2020-05-21
1418,4246398,otra persona,2020-05-21
1419,4246447,limpieza,2024-05-22
1420,4246586,seguridad,2020-05-21
1421,4246662,seguridad,2020-05-21
1422,4246734,falta digitalizar parte del legajo.,2020-05-25
1423,4246734,legajo en estado 1 - falta digitalizar legajo.,2020-05-25
1424,4246764,"sigue sin tener el CredInfo escaneado el legajo, se pasa a 41.",2020-05-21
1425,4246782,policía,2020-05-25
1426,4246789,policía,2024-05-21
1427,4246801,policía,2020-05-22
1428,4246845,policía,2020-05-22
1429,4246894,legajo faltante. rto: 54798,2020-05-23
1430,4247123,datos de créditonet corresponden a angel (Computech),2024-05-26
1431,4247128,"el legajo lleg, pero no estápasado de estado.",2020-05-26
1432,4247128,legajo faltante. rto: 54791,2020-05-26
1433,4247137,legajo en estado 1. rto: 54791,2020-05-26
1434,4247229,silvia: el cliente no trabajó  de lim. se corroboro trabajó  empr. petrolera.,2020-05-26
1435,4247229,digitalizado ok.,2020-05-26
1436,4247229,limpieza,2020-05-26
1437,4247236,otra persona,2020-05-25
1438,4247278,limpieza,2020-05-27
1439,4247432,legajo anulado.,2020-05-30
1440,4247536,datos laborales,2020-05-28
1441,4247547,chofer,2020-05-27
1442,4247721,no estaba en la base,2020-05-28
1443,4247748,"no estaba en la base. legajo ok, falta pasarlo de 30 a 10",2020-05-29
1444,4247769,legajo en estado 1. sin finalizar.,2020-06-01
1445,4247805,seguridad,2024-05-30
1446,4247820,benf. 40,2024-05-31
1447,4247820,correo: 30-03-2015 cód 9.,2024-05-31
1448,4247957,"legajo faltante. rto: 55265, en su lugar cta:247960.",2020-06-01
1449,4247957,"legajo ok, falta pasarlo de estado",2020-06-01
1450,4247960,**** sin correo *****,2020-05-30
1451,4247960,legajo faltante. rto: 55341,2020-05-30
1452,4247960,"legajo ok, falta pasarlo a 20.",2020-05-30
1453,4248004,chofer.,2020-06-02
1454,4248087,agencia de trabajo,2020-06-02
1455,4248089,no se arregló,2020-06-04
1456,4248153,limpieza,2020-06-01
1457,4248279,FFAA.,2024-06-01
1458,4248302,legajo en estado 1. rto:55292.,2020-06-02
1459,4248395,figura sr33 en CredInfo.. revisar. se pasa a 40 en sistema.,2020-06-04
1460,4248395,"obs. el 22-04-2015 por (36). johana: es (36) por que es autnoma, no trabajó  mas en relación de dependencia. se pasa a 25 sistema.",2020-06-04
1461,4248418,agencia de trabajo,2020-06-05
1462,4248642,no fue regularizado,2020-06-02
1463,4248870,chofer,2020-06-05
1464,4249050,físico de condiciones grls.,2020-06-07
1465,4250839,legajo faltante rto: 56322,2020-06-06
1466,4251068,falta validador,2020-06-09
1467,4251068,legajo faltante rto: 56339,2020-06-09
1468,4251335,sigue sin aparecer el DNI. se pasa a 41.,2020-06-04
1469,4251552,no esta la firma en el DNI,2020-06-06
1470,4251559,legajo faltante rto: 56602,2020-06-09
1471,4251678,chofer.,2020-06-07
1472,4251844,faltan condiciones grales. físico.,2024-06-08
1473,4251956,laboral,2020-06-09
1474,4252072,chofer colectivo lim máx 15.000     consumido $ 27.509,2020-06-06
1475,4252203,agencia de trabajo,2024-06-09
1476,4252320,agencia de trabajo,2024-06-12
1477,4252320,"se hablo con la operadora, es serg 33(autónomo), se pasa a 40",2024-06-12
1478,4252513,seguridad,2020-06-12
1479,4252556,FFAA,2020-06-10
1480,4252619,policía.,2020-06-11
1481,4252643,policía,2020-06-11
1482,4252658,gendarme,2020-06-10
1483,4252713,solamente aparece el CredInfo.,2020-06-11
1484,4252934,seguridad,2020-06-09
1485,4252980,laboral,2020-06-12
1486,4253104,rto: 57095,2020-06-09
1487,4253309,rto: 57380,2020-06-09
1488,4253328,policía,2024-06-12
1489,4253767,rto:57345,2020-06-10
1490,4253834,rto: 57345,2020-06-12
1491,4254778,rto:57675,2020-06-09
1492,4255173,rto: 57879,2020-06-11
1493,4255302,policía,2020-06-09
1494,4255553,laboral,2020-06-10
1495,4255568,recalifico con otro dictamen.,2020-06-11
1496,4255622,falto foto de cliente,2020-06-10
1497,4255663,autorizo Varela,2020-06-14
1498,4255861,laboral,2020-06-10
1499,4255971,policía,2020-06-13
1500,4256091,laboral,2020-06-15
1501,4256329,laboral,2020-06-13
1502,4256374,laboral,2020-06-15
1503,4256634,limpieza,2020-06-12
1504,4256718,cód auto,2020-06-11
1505,4256718,laboral,2020-06-11
1506,4256878,FFAA,2020-06-11
1507,4257053,policía,2020-06-13
1508,4257349,seguridad,2024-06-14
1509,4257361,policía,2020-06-13
1510,4257417,rto. 58406,2020-06-13
1511,4257458,limpieza,2020-06-14
1512,4261477,legajo anulado en estado 1 en sistema.,2020-06-12
1513,4265041,seguridad,2020-06-13
1514,4265294,"no fue resuelto, se pasa a 41",2020-06-17
1515,4266444,chofer,2024-06-18
1516,4266680,cambió la solicitud en como autónomo.,2020-06-20
1517,4266713,seguridad,2020-06-20
1518,4266874,seguridad,2020-06-22
1519,4266988,no se modifico.,2024-06-17
1520,4267047,reverso,2020-06-21
1521,4267075,limpieza,2024-06-19
1522,4267097,primera hoja,2020-06-21
1523,4267302,condiciones grles.,2020-06-22
1524,4267352,limpieza,2024-06-24
1525,4267426,condiciones grles.,2020-06-21
1526,4267469,condiciones grales.,2020-06-25
1527,4267570,falta escaneo del reverso,2020-06-20
1528,4267743,policía,2020-06-21
1529,4267858,falta escaneo del reverso,2020-06-25
1530,4267891,falta escaneo del reverso,2020-06-22
1531,4267933,hay otro,2020-06-23
1532,4268283,reverso,2020-06-23
1533,4268291,tiene consumido.,2020-06-25
1534,4268450,no se resolvió,2020-06-28
1535,4268485,no se resolvió,2020-06-27
1536,4268504,"no tiene CredInfo, se pasa a 41",2020-06-25
1537,4268508,seguridad,2020-06-23
1538,4268578,anverso DNI.,2024-06-23
1539,4268578,seguridad.,2024-06-23
1540,4268678,laboral,2020-06-24
1541,4268705,chofer,2024-06-24
1542,4269158,reverso,2020-06-28
1543,4269692,no fue resuelto,2020-07-02
1544,4269750,serv. penitenciario,2020-06-27
1545,4269872,seguridad,2020-06-29
1546,4269901,seguridad,2020-06-27
1547,4269922,beneficio 40,2020-06-28
1548,4270061,seguridad,2020-06-30
1549,4270179,seguridad,2024-07-01
1550,4270221,no fue arreglado,2020-07-02
1551,4270221,seguridad,2020-07-02
1552,4270315,reverso,2024-07-02
1553,4270440,limpieza,2024-06-30
1554,4270479,"no fue resuelto, se pasa a 41",2020-07-01
1555,4270630,"legajo ok, falta pasarlo de estado",2020-07-01
1556,4270630,rto: 62538,2020-07-01
1557,4270678,datos laborales,2020-07-01
1558,4270837,limpieza,2020-07-07
1559,4270855,"policía,",2024-07-06
1560,4270875,anverso,2020-07-06
1561,4270875,mando la fotocopia a color el anverso del DNI,2020-07-06
1562,4270878,seguridad,2020-07-03
1563,4270980,hay otro,2020-07-07
1564,4271002,limpieza..,2020-07-06
1565,4271231,limpieza,2024-07-09
1566,4271307,seguridad,2020-07-06
1567,4271497,benf40,2020-07-07
1568,4271504,serv penitenciario,2024-07-10
1569,4271792,benf 40.,2020-07-05
1570,4408461,policía.,2020-07-06
1571,4409118,policía.,2020-07-11
1572,4410593,FFAA.,2024-07-10
1573,4410949,FFAA.,2020-07-11
1574,4411241,observado fuera de base. ver auto. supervisor.,2020-07-08
1575,4474325,"legajo ok, falta pasarlo de estado en la sucursal.",2020-07-08
1576,4486740,"esta en la parte de documentos en el CredInfo, no fue integrado al legajo. ",2020-07-12
1577,4488398,ingreso mal asignado (+12076),2020-07-12
1578,4488538,ingreso mal asignado (+328),2020-07-07
1579,4489290,legajo en estado 1 (sistema),2020-07-13
1580,4489400,se vuelve a observar. slo se solucion el motivo 25.,2020-07-10
1581,4490702,se adjunta validador,2020-07-12
1582,4491240,ingreso mal asignado (+5528),2024-07-11
1583,4491439,remito:244658,2020-07-10
1584,4491488,remito:244658,2020-07-10
1585,4491886,remito:244658,2020-07-13
1586,4492667,servicio de 3ro no corresponde a dirección cargada,2020-07-12
1587,4493053,"registro truncado recuperado, el 35 en sistema, falta buscar en correo para saber el motivo de obs. - ",2020-07-10
1588,4493398,"registro truncado recuperado, el 35 en sistema, falta buscar en correo para saber el motivo de obs. - ",2020-07-10
1589,4493902,"registro truncado recuperado, el 35 en sistema, falta buscar en correo para saber el motivo de obs. - ",2020-07-10
1590,4494086,ingresos ( +$1200),2024-07-15
1591,4494136,recibo de sueldo no es el ultimo,2020-07-14
1592,4494170,DNI en mal estado,2020-07-10
1593,4494170,falta CredInfo,2020-07-10
1594,4494204,ingreso mal asignado (+ $2250),2020-07-12
1595,4494212,envióa fotocopia de DNI,2020-07-13
1596,4494248,ingreso mal asignado ($2250),2024-07-11
1597,4494280,dom part = ref,2020-07-10
1598,4494280,tel par = ref,2020-07-10
1599,4494356,envióa fotocopia de DNI,2020-07-15
1600,4494400,falta últimos 6 recibos,2020-07-14
1601,4494412,falta recibo sueldo,2020-07-15
1602,4494498,ingreso ( $3250),2020-07-10
1603,4494591,"legajo ok, falta pasarlo de estado en la sucursal.",2020-07-13
1604,4494591,remito:244658,2020-07-13
1605,4494652,"registro truncado recuperado, el 35 en sistema, falta buscar en correo para saber el motivo de obs. - ",2020-07-11
1606,4494750,falta recibo sueldo,2020-07-15
1607,4494788,part = lab telfono,2020-07-12
1608,4494840,tel part = referente,2020-07-12
1609,4494843,ingreso mal asignado (+ $636),2020-07-15
1610,4494871,mal cargada la nacionalidad,2020-07-13
1611,4494879,"escaneado en documentos, no fue integrado en el legajo. ",2020-07-11
1612,4494994,mal cargada la nacionalidad,2020-07-15
1613,4495108,no se actualizo en genesis,2020-07-16
1614,4495316,recibo de sueldo no es el ultimo,2020-07-16
1615,4495333,seguridad,2020-07-14
1616,4495361,laboral,2020-07-14
1617,4495361,solucionado,2020-07-14
1618,4495454,$3400 (sac),2020-07-14
1619,4495474,policía,2020-07-12
1620,4495485,finalizar,2020-07-15
1621,4495521,ingreso (+1748),2024-07-14
1622,4495537,ingreso mal (+ $8360),2020-07-17
1623,4495706,ing +$1764 - lim +$1000 - recibo quinc. falta mes completo,2020-07-17
1624,4495706,no regularizo: recibo de sueldo - ingresos.,2020-07-17
1625,4495778,ingresos (+ $3460),2020-07-14
1626,4495845,servicio con deuda,2020-07-16
1627,4495853,ingresos (+ $1300),2024-07-13
1628,4495861,ingreso (+1248),2020-07-14
1629,4495913,"segm 33   limite  $20.,000",2020-07-17
1630,4495946,ingresos mal asignados (+ $4940),2020-07-15
1631,4496122,"registro truncado recuperado, el 35 en sistema, falta buscar en correo para saber el motivo de obs. - ",2020-07-14
1632,4496198,ingreso (+6050),2024-07-19
1633,4496198,no se resolvi,2024-07-19
1634,4496216,"ingresos mal cargados, falta autorización. - Ana García",2020-07-18
1635,4496236,serv penitenciario,2024-07-15
1636,4496285,Falta teléfono laboral,2020-07-14
1637,4496288,"faltan detalles sobre mis activos financieros, lo que no refleja mi verdadera capacidad para hacer frente a nuevas obligaciones crediticias.",2020-07-19
1638,4496313,ingresos +$5000,2020-07-15
